Item,Total Price,Unit Price,Date
Scroll for Overall Armor for DEX 100%,"6,842,424","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,842,424","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,842,424","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,842,424","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,842,424","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,842,424","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,421,212","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,421,212","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,421,212","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,421,212","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,421,212","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,421,212","3,421,212",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,443","3,444,443",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,443","3,444,443",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,443","3,444,443",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,443","3,444,443",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,888,890","3,444,445",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,888,890","3,444,445",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,445","3,444,445",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,445","3,444,445",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"6,997,530","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,498,765","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"3,498,765","3,498,765",2025-06-30
Scroll for Overall Armor for DEX 100%,"73,332","36,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"6,444,446","3,222,223",2025-06-29
Scroll for Overall Armor for DEX 100%,"6,444,446","3,222,223",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,222,223","3,222,223",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,222,223","3,222,223",2025-06-29
Scroll for Overall Armor for DEX 100%,"6,689,118","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"6,689,118","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"6,689,118","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,344,559","3,344,559",2025-06-29
Scroll for Overall Armor for DEX 100%,"6,893,332","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"6,893,332","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,446,666","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,446,666","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,446,666","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,446,666","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,446,666","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,446,666","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%,"3,446,666","3,446,666",2025-06-29
Scroll for Overall Armor for DEX 100%:,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 100%:,"3,444,888","3,444,888",2025-06-30
Scroll for Overall Armor for DEX 60%,"777,777","777,777",2025-06:30
Scroll for Overall Armor for DEX 60%,"777,777","777,777",2025-06:30
Scroll for Overall Armor for DEX 60%,"700,000","700,000",2025-07-15
Scroll for Overall Armor for DEX 60%,"711,111","711,111",2025-07-15
Scroll for Overall Armor for DEX 60%,"1,499,998","749,999",2025-07-15
Scroll for Overall Armor for DEX 60%,"2,250,000","750,000",2025-07-15
Scroll for Overall Armor for DEX 60%,"1,500,000","750,000",2025-07-15
Scroll for Overall Armor for DEX 60%,"1,500,000","750,000",2025-07-15
Scroll for Overall Armor for DEX 60%,"750,000","750,000",2025-07-15
Scroll for Overall Armor for DEX 60%,"750,000","750,000",2025-07-15
Scroll for Overall Armor for DEX 60%,"765,000","765,000",2025-07-15
Scroll for Overall Armor for DEX 60%,"6,133,328","766,666",2025-07-15
Scroll for Overall Armor for DEX 60%,"4,599,996","766,666",2025-07-15
Scroll for Overall Armor for DEX 60%,"3,833,330","766,666",2025-07-15
Scroll for Overall Armor for DEX 60%,"2,299,998","766,666",2025-07-15
Scroll for Overall Armor for DEX 60%,"2,299,998","766,666",2025-07-15
Scroll for Overall Armor for DEX 60%,"1,533,332","766,666",2025-07-15
Scroll for Overall Armor for DEX 60%,"1,533,332","766,666",2025-07-15
Scroll for Overall Armor for DEX 60%,"649,999","649,999",2025-07-14
Scroll for Overall Armor for DEX 60%,"1,319,998","659,999",2025-07-14
Scroll for Overall Armor for DEX 60%,"699,999","699,999",2025-07-14
Scroll for Overall Armor for DEX 60%,"2,220,000","740,000",2025-07-14
Scroll for Overall Armor for DEX 60%,"3,100,000","775,000",2025-07-14
Scroll for Overall Armor for DEX 60%,"1,555,554","777,777",2025-07-14
Scroll for Overall Armor for DEX 60%,"699,999","699,999",2025-07-13
Scroll for Overall Armor for DEX 60%,"699,999","699,999",2025-07-13
Scroll for Overall Armor for DEX 60%,"700,000","700,000",2025-07-13
Scroll for Overall Armor for DEX 60%,"3,155,548","788,887",2025-07-13
Scroll for Overall Armor for DEX 60%,"1,577,776","788,888",2025-07-13
Scroll for Overall Armor for DEX 60%,"788,888","788,888",2025-07-13
Scroll for Overall Armor for DEX 60%,"1,580,000","790,000",2025-07-13
Scroll for Overall Armor for DEX 60%,"790,000","790,000",2025-07-13
Scroll for Overall Armor for DEX 60%,"799,997","799,997",2025-07-13
Scroll for Overall Armor for DEX 60%,"799,998","799,998",2025-07-13
Scroll for Overall Armor for DEX 60%,"799,999","799,999",2025-07-13
Scroll for Overall Armor for DEX 60%,"799,999","799,999",2025-07-13
Scroll for Overall Armor for DEX 60%,"799,999","799,999",2025-07-13
Scroll for Overall Armor for DEX 60%,"799,999","799,999",2025-07-13
Scroll for Overall Armor for DEX 60%,"4,000,000","800,000",2025-07-13
Scroll for Overall Armor for DEX 60%,"800,000","800,000",2025-07-13
Scroll for Overall Armor for DEX 60%,"2,550,000","850,000",2025-07-13
Scroll for Overall Armor for DEX 60%,"3,435,552","858,888",2025-07-13
Scroll for Overall Armor for DEX 60%,"17,555,540","877,777",2025-07-13
Scroll for Overall Armor for DEX 60%,"699,999","699,999",2025-07-07
Scroll for Overall Armor for DEX 60%,"886,888","886,888",2025-07-07
Scroll for Overall Armor for DEX 60%,"7,999,992","888,888",2025-07-07
Scroll for Overall Armor for DEX 60%,"1,777,776","888,888",2025-07-07
Scroll for Overall Armor for DEX 60%,"888,888","888,888",2025-07-07
Scroll for Overall Armor for DEX 60%,"897,555","897,555",2025-07-07
Scroll for Overall Armor for DEX 60%,"897,689","897,589",2025-07-07
Scroll for Overall Armor for DEX 60%,"2,693,997","897,999",2025-07-07
Scroll for Overall Armor for DEX 60%,"899,999","899,999",2025-07-07
Scroll for Overall Armor for DEX 60%,"899,999","899,999",2025-07-07
Scroll for Overall Armor for DEX 60%,"3,600,000","900,000",2025-07-07
Scroll for Overall Armor for DEX 60%,"20,899,978","949,999",2025-07-07
Scroll for Overall Armor for DEX 60%,"196,000","196,000",2025-07-06
Scroll for Overall Armor for DEX 60%,"1,829,110","914,555",2025-07-06
Scroll for Overall Armor for DEX 60%,"920,000","920,000",2025-07-06
Scroll for Overall Armor for DEX 60%,"5,580,000","930,000",2025-07-06
Scroll for Overall Armor for DEX 60%,"933,333","933,333",2025-07-06
Scroll for Overall Armor for DEX 60%,"933,333","933,333",2025-07-06
Scroll for Overall Armor for DEX 60%,"16,576,500","939,500",2025-07-06
Scroll for Overall Armor for DEX 60%,"9,395,000","939,500",2025-07-06
Scroll for Overall Armor for DEX 60%,"1,879,000","939,500",2025-07-06
Scroll for Overall Armor for DEX 60%,"944,444","944,444",2025-07-06
Scroll for Overall Armor for DEX 60%,"950,000","950,000",2025-07-06
Scroll for Overall Armor for DEX 60%,"2,879,997","959,999",2025-07-06
Scroll for Overall Armor for DEX 60%,"1,939,998","969,999",2025-07-06
Scroll for Overall Armor for DEX 60%,"2,910,000","970,000",2025-07-06
Scroll for Overall Armor for DEX 60%,"3,919,956","979,989",2025-07-06
Scroll for Overall Armor for DEX 60%,"3,955,552","988,888",2025-07-06
Scroll for Overall Armor for DEX 60%,"7,992,000","999,000",2025-07-06
Scroll for Overall Armor for DEX 60%,"6,999,993","999,999",2025-07-06
Scroll for Overall Armor for DEX 60%,"5,999,994","999,999",2025-07-06
Scroll for Overall Armor for DEX 60%,"799,999","799,999",2025-07-05
Scroll for Overall Armor for DEX 60%,"870,000","870,000",2025-07-05
Scroll for Overall Armor for DEX 60%,"870,000","870,000",2025-07-05
Scroll for Overall Armor for DEX 60%,"2,666,664","888,888",2025-07-05
Scroll for Overall Armor for DEX 60%,"2,666,664","888,888",2025-07-05
Scroll for Overall Armor for DEX 60%,"2,666,664","888,888",2025-07-05
Scroll for Overall Armor for DEX 60%,"2,666,664","888,888",2025-07-05
Scroll for Overall Armor for DEX 60%,"1,777,776","888,888",2025-07-05
Scroll for Overall Armor for DEX 60%,"1,777,776","888,888",2025-07-05
Scroll for Overall Armor for DEX 60%,"899,000","899,000",2025-07-05
Scroll for Overall Armor for DEX 60%,"899,000","899,000",2025-07-05
Scroll for Overall Armor for DEX 60%,"1,799,998","899,999",2025-07-05
Scroll for Overall Armor for DEX 60%,"1,799,998","899,999",2025-07-05
Scroll for Overall Armor for DEX 60%,"1,799,998","899,999",2025-07-05
Scroll for Overall Armor for DEX 60%,"1,800,000","900,000",2025-07-05
Scroll for Overall Armor for DEX 60%,"5,732,216","818,888",2025-07-04
Scroll for Overall Armor for DEX 60%,"822,222","822,222",2025-07-04
Scroll for Overall Armor for DEX 60%,"7,470,000","830,000",2025-07-04
Scroll for Overall Armor for DEX 60%,"840,000","840,000",2025-07-04
Scroll for Overall Armor for DEX 60%,"849,999","849,999",2025-07-04
Scroll for Overall Armor for DEX 60%,"3,400,000","850,000",2025-07-04
Scroll for Overall Armor for DEX 60%,"850,000","850,000",2025-07-04
Scroll for Overall Armor for DEX 60%,"2,599,998","866,666",2025-07-04
Scroll for Overall Armor for DEX 60%,"1,733,332","866,666",2025-07-04
Scroll for Overall Armor for DEX 60%,"8,750,000","875,000",2025-07-04
Scroll for Overall Armor for DEX 60%,"7,000,000","875,000",2025-07-04
Scroll for Overall Armor for DEX 60%,"875,000","875,000",2025-07-04
Scroll for Overall Armor for DEX 60%,"799,999","799,999",2025-07-03
Scroll for Overall Armor for DEX 60%,"822,222","822,222",2025-07-03
Scroll for Overall Armor for DEX 60%,"4,166,665","833,333",2025-07-03
Scroll for Overall Armor for DEX 60%,"4,166,665","833,333",2025-07-03
Scroll for Overall Armor for DEX 60%,"17,500,000","875,000",2025-07-03
Scroll for Overall Armor for DEX 60%,"6,000,000","750,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"6,000,000","750,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"3,750,000","750,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"3,750,000","750,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"1,600,000","800,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"1,600,000","800,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"800,000","800,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"800,000","800,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"8,415,000","935,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"8,415,000","935,000",2025-06-30
Scroll for Overall Armor for DEX 60%,"49,999","49,999",2025-06-29
Scroll for Overall Armor for DEX 60%,"3,250,000","650,000",2025-06-29
Scroll for Overall Armor for DEX 60%,"720,000","720,000",2025-06-29
Scroll for Overall Armor for DEX 60%,"850,000","850,000",2025-06-29
Scroll for Overall Armor for DEX 60%,"8,600,000","860,000",2025-06-29
Scroll for Overall Armor for DEX 60%,"869,696","869,696",2025-06-29
Scroll for Overall Armor for DEX 60%,"2,666,664","888,888",2025-06-29
Scroll for Overall Armor for DEX 60%,"888,888","888,888",2025-06-29
Scroll for Overall Armor for DEX 60%,"890,000","890,000",2025-06-29
Scroll for Overall Armor for DEX 60%,"900,000","900,000",2025-06-29
Scroll for Overall Armor for DEX 60%,"4,999,440","999,888",2025-06-29
Scroll for Overall Armor for DEX 60%,"9,999,990","999,999",2025-06-29
Scroll for Overall Armor for DEX 60%,"4,999,995","999,999",2025-06-29
Scroll for Overall Armor for DEX 60%:,"933,333","933,333",2025-07-06
Scroll for Overall Armor for INT 10%,"14,444,444","14,444,444",2025-07-06
Scroll for Overall Armor for INT 10%,"14,888,888","14,888,888",2025-07-06
Scroll for Overall Armor for INT 10%,"11,900,000","11,900,000",2025-06-29
Scroll for Overall Armor for INT 100%,"1,488,888","1,488,888",2025-07-14
Scroll for Overall Armor for INT 100%,"1,188,888","1,188,888",2025-07-07
Scroll for Overall Armor for INT 100%,"2,399,998","1,199,999",2025-07-07
Scroll for Overall Armor for INT 100%,"1,222,222","1,222,222",2025-07-07
Scroll for Overall Armor for INT 100%,"3,899,997","1,299,999",2025-07-07
Scroll for Overall Armor for INT 100%,"5,200,000","1,300,000",2025-07-07
Scroll for Overall Armor for INT 100%,"3,900,000","1,300,000",2025-07-07
Scroll for Overall Armor for INT 100%,"5,444,440","1,088,888",2025-07-06
Scroll for Overall Armor for INT 100%,"1,198,888","1,198,888",2025-07-06
Scroll for Overall Armor for INT 100%,"1,199,999","1,199,999",2025-07-06
Scroll for Overall Armor for INT 100%,"2,400,000","1,200,000",2025-07-06
Scroll for Overall Armor for INT 100%,"1,299,888","1,299,888",2025-07-06
Scroll for Overall Armor for INT 100%,"3,899,994","1,299,998",2025-07-06
Scroll for Overall Armor for INT 100%,"1,299,999","1,299,999",2025-07-06
Scroll for Overall Armor for INT 100%,"1,300,000","1,300,000",2025-07-06
Scroll for Overall Armor for INT 100%,"1,222,222","1,222,222",2025-07-05
Scroll for Overall Armor for INT 100%,"12,444,440","1,555,555",2025-07-04
Scroll for Overall Armor for INT 100%,"1,444,444","1,444,444",2025-07-03
Scroll for Overall Armor for INT 100%,"1,488,888","1,488,888",2025-07-03
Scroll for Overall Armor for INT 100%,"1,500,000","1,500,000",2025-07-03
Scroll for Overall Armor for INT 100%,"1,555,555","1,555,555",2025-07-03
Scroll for Overall Armor for INT 100%,"1,888,888","1,888,888",2025-07-03
Scroll for Overall Armor for INT 100%,"1,888,888","1,888,888",2025-07-03
Scroll for Overall Armor for INT 100%,"5,899,998","1,966,666",2025-07-03
Scroll for Overall Armor for INT 100%,"1,555,555","1,500,000",2025-06-30
Scroll for Overall Armor for INT 100%,"1,555,555","1,500,000",2025-06-30
Scroll for Overall Armor for INT 100%,"1,555,555","1,555,555",2025-06-30
Scroll for Overall Armor for INT 100%,"1,555,555","1,555,555",2025-06-30
Scroll for Overall Armor for INT 60%,"7,000,000","7,000,000",2025-07-06
Scroll for Overall Armor for INT 60%,"7,700,000","7,700,000",2025-06-30
Scroll for Overall Armor for INT 60%,"7,700,000","7,700,000",2025-06-30
Scroll for Overall Armor for LUK 10%,"16,666,666","16,666,666",2025-07-06
Scroll for Overall Armor for LUK 10%,"12,000,000","12,000,000",2025-07-03
Scroll for Overall Armor for LUK 10%,"12,000,000","12,000,000",2025-07-03
Scroll for Overall Armor for LUK 10%,"14,250,000","14,250,000",2025-06-29
Scroll for Overall Armor for LUK 10%,"14,999,999","14,999,999",2025-06-29
Scroll for Overall Armor for LUK 100%,"799,998","399,999",2025-07-15
Scroll for Overall Armor for LUK 100%,"399,999","399,999",2025-07-15
Scroll for Overall Armor for LUK 100%,"444,444","444,444",2025-07-15
Scroll for Overall Armor for LUK 100%,"455,555","455,555",2025-07-15
Scroll for Overall Armor for LUK 100%,"4,957,370","495,737",2025-07-14
Scroll for Overall Armor for LUK 100%,"4,461,633","495,737",2025-07-14
Scroll for Overall Armor for LUK 100%,"497,041","497,041",2025-07-14
Scroll for Overall Armor for LUK 100%,"3,475,990","496,570",2025-07-13
Scroll for Overall Armor for LUK 100%,"999,176","499,588",2025-07-13
Scroll for Overall Armor for LUK 100%,"3,800,000","380,000",2025-07-12
Scroll for Overall Armor for LUK 100%,"4,966,550","496,655",2025-07-12
Scroll for Overall Armor for LUK 100%,"498,166","498,166",2025-07-12
Scroll for Overall Armor for LUK 100%,"3,519,992","439,999",2025-07-07
Scroll for Overall Armor for LUK 100%,"888,888","444,444",2025-07-07
Scroll for Overall Armor for LUK 100%,"3,263,376","543,896",2025-07-06
Scroll for Overall Armor for LUK 100%,"1,639,995","546,665",2025-07-06
Scroll for Overall Armor for LUK 100%,"546,666","546,666",2025-07-06
Scroll for Overall Armor for LUK 100%,"552,653","552,653",2025-07-05
Scroll for Overall Armor for LUK 100%,"799,998","399,999",2025-07-04
Scroll for Overall Armor for LUK 100%,"4,969,260","552,140",2025-07-03
Scroll for Overall Armor for LUK 100%,"1,080,000","540,000",2025-06-29
Scroll for Overall Armor for LUK 100%,"555,555","555,555",2025-06-29
Scroll for Overall Armor for LUK 100%,"5,850,000","585,000",2025-06-29
Scroll for Overall Armor for LUK 60%,"3,213,210","3,213,210",2025-06:30
Scroll for Overall Armor for LUK 60%,"3,213,210","3,213,210",2025-06:30
Scroll for Overall Armor for LUK 60%,"33,265,210","3,326,521",2025-06:30
Scroll for Overall Armor for LUK 60%,"33,265,210","3,326,521",2025-06:30
Scroll for Overall Armor for LUK 60%,"2,799,999","2,799,999",2025-07-15
Scroll for Overall Armor for LUK 60%,"8,550,000","2,850,000",2025-07-15
Scroll for Overall Armor for LUK 60%,"2,989,999","2,989,999",2025-07-13
Scroll for Overall Armor for LUK 60%,"100,000","100,000",2025-07-07
Scroll for Overall Armor for LUK 60%,"12,799,996","3,199,999",2025-07-07
Scroll for Overall Armor for LUK 60%,"3,199,999","3,199,999",2025-07-07
Scroll for Overall Armor for LUK 60%,"13,400,000","3,350,000",2025-07-07
Scroll for Overall Armor for LUK 60%,"17,267,595","3,453,519",2025-07-07
Scroll for Overall Armor for LUK 60%,"2,999,999","2,999,999",2025-07-06
Scroll for Overall Armor for LUK 60%,"6,500,000","3,250,000",2025-07-06
Scroll for Overall Armor for LUK 60%,"34,999,990","3,499,999",2025-07-06
Scroll for Overall Armor for LUK 60%,"34,999,990","3,499,999",2025-07-06
Scroll for Overall Armor for LUK 60%,"40,800,000","4,080,000",2025-07-06
Scroll for Overall Armor for LUK 60%,"24,480,000","4,080,000",2025-07-06
Scroll for Overall Armor for LUK 60%,"5,800,000","2,900,000",2025-07-05
Scroll for Overall Armor for LUK 60%,"33,495,960","3,349,596",2025-07-05
Scroll for Overall Armor for LUK 60%,"3,000,000","3,000,000",2025-07-03
Scroll for Overall Armor for LUK 60%,"56,666,661","3,333,333",2025-07-03
Scroll for Overall Armor for LUK 60%,"23,333,331","3,333,333",2025-07-03
Scroll for Overall Armor for LUK 60%,"16,666,665","3,333,333",2025-07-03
Scroll for Overall Armor for LUK 60%,"9,599,997","3,199,999",2025-06-30
Scroll for Overall Armor for LUK 60%,"9,599,997","3,199,999",2025-06-30
Scroll for Overall Armor for LUK 60%,"3,200,000","3,200,000",2025-06-30
Scroll for Overall Armor for LUK 60%,"3,200,000","3,200,000",2025-06-30
Scroll for Overall Armor for LUK 60%,"16,111,110","3,222,222",2025-06-30
Scroll for Overall Armor for LUK 60%,"16,111,110","3,222,222",2025-06-30
Scroll for Overall Armor for LUK 60%,"2,999,999","2,999,999",2025-06-29
Scroll for Overall Armor for LUK 60%,"3,388,888","3,388,888",2025-06-29
Scroll for Overall Armor for LUK 60%:,"6,600,000","3,300,000",2025-07-07
Scroll for Overall Armorfor DEX 10%,"1,050,000","1,050,000",2025-07-15
Scroll for Overall Armorfor DEX 10%,"19,440,000","1,180,000",2025-07-15
Scroll for Overall Armorfor DEX 10%,"20,999,979","999,999",2025-06-29
Scroll for Overall Armorfor DEX 100%,"3,377,777","3,377,777",2025-07-15
Scroll for Overall Armorfor DEX 100%,"3,411,111","3,411,111",2025-07-15
Scroll for Overall Armorfor DEX 100%,"3,444,444","3,444,444",2025-07-15
Scroll for Overall Armorfor DEX 100%,"3,455,555","3,455,555",2025-07-15
Scroll for Overall Armorfor DEX 100%,"3,466,666","3,466,666",2025-07-15
Scroll for Overall Armorfor DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armorfor DEX 100%,"6,977,776","3,488,888",2025-07-15
Scroll for Overall Armorfor DEX 100%,"6,999,998","3,499,999",2025-07-15
Scroll for Overall Armorfor DEX 100%,"3,422,222","3,422,222",2025-07-14
Scroll for Overall Armorfor DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armorfor DEX 100%,"6,888,888","3,444,444",2025-07-14
Scroll for Overall Armorfor DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armorfor DEX 100%,"6,977,776","3,488,888",2025-07-14
Scroll for Overall Armorfor DEX 60%,"3,066,640","766,660",2025-07-15
Scroll for Overall for STR 10%,"3,222,222","3,222,222",2025-07-14
Scroll for Overall for STR 10%,"6,500,000","6,500,000",2025-06-29
Scroll for Overall for STR 10%,"6,666,666","6,666,666",2025-06-29
Scroll for Overall for STR 10%,"6,666,666","6,666,666",2025-06-29
Scroll for Overall for STR 10%,"6,888,888","6,888,888",2025-06-29
Scroll for Overall for STR 10%,"13,999,998","6,999,999",2025-06-29
Scroll for Overall for STR 10%,"7,000,000","7,000,000",2025-06-29
Scroll for Overall for STR 100%,"55,555","55,555",2025-07-15
Scroll for Overall for STR 100%,"139,998","69,999",2025-07-15
Scroll for Overall for STR 100%,"89,999","89,999",2025-07-12
Scroll for Overall for STR 100%,"1,500,000","150,000",2025-07-07
Scroll for Overall for STR 100%,"299,998","149,999",2025-07-04
Scroll for Overall for STR 100%,"150,000","150,000",2025-07-04
Scroll for Pendant for INT 60%,"49,999,999","49,999,999",2025-07-03
Scroll for Pendant for INT 60%,"49,999,999","49,999,999",2025-07-03
Scroll for Pole Arm for Accuracy 10%,"799,992","99,999",2025-06-29
Scroll for Pole Arm for ATT 10%,"1,260,000","420,000",2025-06:30
Scroll for Pole Arm for ATT 10%,"1,260,000","420,000",2025-06:30
Scroll for Pole Arm for ATT 10%,"199,999","199,999",2025-07-15
Scroll for Pole Arm for ATT 10%,"299,999","299,999",2025-07-15
Scroll for Pole Arm for ATT 10%,"299,999","299,999",2025-07-15
Scroll for Pole Arm for ATT 10%,"6,599,978","299,999",2025-07-14
Scroll for Pole Arm for ATT 10%,"49,999","49,999",2025-07-13
Scroll for Pole Arm for ATT 10%,"298,999","298,999",2025-07-07
Scroll for Pole Arm for ATT 10%,"1,050,000","350,000",2025-06-30
Scroll for Pole Arm for ATT 10%,"1,050,000","350,000",2025-06-30
Scroll for Pole Arm for ATT 10%,"399,999","399,999",2025-06-30
Scroll for Pole Arm for ATT 10%,"399,999","399,999",2025-06-30
Scroll for Pole Arm for ATT 60%,"99,999","99,999",2025-07-15
Scroll for Pole Arm for ATT 60%,"200,000","100,000",2025-07-15
Scroll for Pole Arm for ATT 60%,"240,000","120,000",2025-07-15
Scroll for Pole Arm for ATT 60%,"89,999","89,999",2025-07-14
Scroll for Pole Arm for ATT 60%,"99,998","99,998",2025-07-14
Scroll for Pole Arm for ATT 60%,"499,995","99,999",2025-07-14
Scroll for Pole Arm for ATT 60%,"100,000","100,000",2025-07-14
Scroll for Pole Arm for ATT 60%,"329,985","109,995",2025-07-14
Scroll for Pole Arm for ATT 60%,"64,999","64,999",2025-07-07
Scroll for Pole Arm for ATT 60%,"139,998","69,999",2025-07-07
Scroll for Pole Arm for ATT 60%,"139,998","69,999",2025-07-07
Scroll for Pole Arm for ATT 60%,"200,000","100,000",2025-07-07
Scroll for Pole Arm for ATT 60%,"100,000","100,000",2025-07-07
Scroll for Pole Arm for ATT 60%,"105,000","105,000",2025-07-07
Scroll for Pole Arm for ATT 60%,"111,111","111,111",2025-07-07
